#,籤號,等級,宮位,詩曰一,詩曰二,詩意,解曰,故事,故事內容,家宅,自身,求財,交易,婚姻,六甲,行人,田蠶,六畜,尋人,訟詞,移徙,失物,疾病,山墳
77,第七十籤,中籤,午宮,"夢中說夢獲多財
身外浮名總莫猜
永遠山遙難信定
貴人一指笑顏開","夢中說得是多財
聲名雲外終虛來
水遠山遙難信實
貴人指點笑顏開",此卦夢中得寶之象。凡事虛多少實也。,如夢說夢。聲名莫望。只待好時。貴人指示。,范雎相秦,戰國時代，策士說客的風氣很盛，往往憑藉著口才及計謀，就可立時取得統治者的信任，掌握住政治大權。當時，魏國有個名叫范雎的人，因家貧而投身在大夫須賈門下。有一次，他隨須賈出使齊國，齊王識得范雎的才智，欣賞他的辯才，便贈之以千金，但卻被他婉拒了。可是，大夫須賈卻懷疑他與齊國有所勾結，回國後，即刻向宰相魏齊通報，而使得范雎遭到逮捕及鞭打，甚至折斷了肋骨和牙齒，並關在相府的廁所裡。重傷昏迷的范睢蘇醒後，看到監視他的人，正是自己熟識的朋友。靠著朋友的幫忙，范睢得以順利的從宰相府逃出，躲在另一好友鄭安平的家中療傷，並改名換姓為張祿，等候時機以逃往國外。不久，秦昭王派遣使者王稽來到魏國，鄭安平便推薦范雎給王稽。於是，悄悄的，王稽將范睢帶回了秦國。機智善辯的范雎，得到秦昭王的寵信，由客卿身份晉升為丞相，輔佐昭王。秦國人民只知道他是魏人張祿，卻無人知道他的本名。西元前二六八年，秦國計劃攻打韓、魏兩國。魏王忙派大夫須賈到秦國議和，希望在秦國宰相面前緩和局勢。范雎聽聞此事後，換上破舊的衣服，步行前去求見魏國使者須賈。須賈早已把往事忘得一乾二淨，見到范雎破爛的穿著，不由得心生憐憫，問他：「你現在過得如何？」「我借住在別人家，暫時勉強維生。」須賈同情范雎的境遇，便以酒食款待，並送給范雎衣物，也對他說起此行的任務：「如果能見到丞相張祿，但願一切都能獲得解決。」「我家主人和丞相交往甚密，可以請他為你引見。」「那實在太好了，可惜，我的馬車不能使用。」「請放心，我可以借用主人的馬車，接您去丞相府邸」。不久，范雎駕著華麗的馬車，接須賈到丞相府。一路上，只見大家紛紛退讓，對范雎非常恭謹。到達目的地之後，范雎留下一句：「我進去向丞相通報。」便走進了堂內。在門外等了許久，須賈仍不見范雎人影，便向宅裡的人請教：「范雎為何那麼久還未出來？」「咦，你不知道嗎？剛才那位便是丞相張祿啊！」須賈嚇昏了，急忙解開衣服，跪著匍匐進去見范雎：「我沒有料到您已青雲之上，高居丞相之位，我不敢再讀天下之書，不敢再參與各國間的事；當年我犯有萬死之罪，請宰相將我送去塞外胡人居住的地方吧！我的生與死，都掌握在你的手中啊！」「看在你送我衣物的份上，表示你尚念舊情，我暫且饒了你，但是，你得將魏齊送來秦國，否則，我即刻攻打魏國！」須賈俯首連連稱是，倉惶狼狽的逃回了魏國。范雎任秦國丞相之後，所運用的即是「遠交近攻」的策略，因此，秦國連續攻滅了韓、魏、趙、燕、楚、齊等國。而正值范雎功成名就，聲望如日中天之時，門下有位名叫蔡澤的人，勸他說：「物極必反是自然之理，大人目前最好急流湧退，以保名節。」范雎非常贊同蔡澤隱含深意的勸言，便向朝廷請辭歸隱，因而保全了智者的晚節。後人便根據這個故事中，須賈所說的話：「賈不意君能自致於青雲之上」之句，引申成「青雲直上」或「平步青雲」的成語。,祈福,阻,虛,難成,不合,虛,遲,不收,損,杳,和,待時,遠,設送,改
78,第七十八籤,上籤,午宮,"冷水來澆白雪洋
不寒不熱自溫涼
要行天下無他事
惟有中藏一藝強","冷水未燒白沸湯
不寒不熱有溫涼
要行天下無他事
為有身中百藝強",此卦平善用事之象。凡事平穩大吉也。,囚人逢赦。病遇良醫。求財謀望。貴人指示。,秦宓屈張溫,孫權遇與劉禪交好，中郎將張溫自請前往蜀國，受到諸葛亮熱情款待，張溫遂露出驕傲姿態，益州學士秦宓乘醉闖入酒席，與張溫辯論，挫了張溫銳氣。,安,吉,遂,成,合,男,至,熟,旺,至,散,大吉,即見,安然,大吉利
79,第七十九籤,中籤,午宮,"虛空結愿結人緣
保得人安愿未還
得兔忘蹄真絕跡
敢將初誓謾輕瞞","虛空結願保平安
保得身安願不還
莫忘神聖宜還了
此知神語莫輕慢",此卦信實莫信虛之。凡事守舊之兆也。,人有我見。心不用忙。觀音指示。切莫輕慢。,魏顆得老人結草,魏顆是春秋時代晉國魏武子的兒子，為人明禮敦厚，任晉國將軍之職。有一次秦桓公派遣了一位勇猛善戰，威震當時的名將杜回，帶兵攻伐晉國，大軍在晉國輔氏(今陜西省輔邑縣)的地方紮營，準備會戰，晉國面臨重大威脅，就派魏顆將軍出師對抗，兩軍大戰之下，結果出乎意料，魏顆在輔氏地方打敗了秦師，虜獲了秦國猛將杜回，為晉國立了戰功。原來數年前，魏顆的父親魏武子，有一個寵嬖的愛妾名叫祖姬，沒有生兒子，魏武子平日身體一有病時，就囑咐他的兒子魏顆說：「祖姬是我所愛的女子，年紀還輕，我死後，你當為她選擇對象把她嫁了，使她終身有個歸宿，不要使她流離失所，我在九泉之下，也就安心瞑目了。」但是到了魏武子疾病很沈重，臨終的時候，又囑咐魏顆說：「祖姬是我的愛妾，我死後，你當為我把她殉葬，使我在九泉之下有良伴，不要使我孤魂寂寞。」說完了話，就逝世了。武子死後，魏顆安葬他的父親，並沒有把祖姬從葬，後來選擇一位適當的士人把祖姬嫁了。有人問魏顆說：「你怎麼沒有遵從你父親臨終的遺命呢？」魏顆說：「我父親平日吩咐我要善嫁此女，使她得個好歸宿，終身有所依託。到了病重臨終的時候在精神昏亂時，又命我殉葬她，為了不陷父親於不義，所以我不聽從我父親昏亂的遺言，而聽從父親合理的遺命，幫助父親成就德澤。」由於魏顆做了這件陰德，所以在這次和秦軍戰於輔氏的地方，當雙方戰事緊急之際，魏顆忽然遙見一老人在杜回面前結草，攀住杜回的腳，杜回因此躓仆跌倒在地，適時魏顆趕緊上前，把杜回俘虜擒捉起來，秦兵見主將被擒，都四散奔逃大敗而去。這天晚上魏顆剛剛安睡，夢見白天所見的老人，前來作揖說道：「魏將軍，你知道杜回為什麼會被你虜獲嗎？是老漢結草攀住他，使他跌倒而被擄獲的。」魏顆驚奇地說：「我和老先生素不相識，而蒙您相助，這個恩德怎麼報答呢？」老人回答說：「我就是你所嫁婦人祖姬的父親，承蒙將軍順從你父親合理的遺命，善嫁了我的女兒，不把我女兒殉葬，老漢在九泉之下，感激將軍救活了我女兒的生命，特來效勞，結草報德，幫助將軍成功，望將軍繼續勉力為善，將來子孫一定世世榮顯。」魏顆醒來，才明白世間上確有鬼來報德的真實事蹟。,還願,許經,守份,謹慎,虛,生女,滯,七分,損,杳,和,守,西方,解,西向
80,第八十籤,上籤,未宮,"直上高山去學仙
豈知一旦帝王宣
青天白日常明照
志在聲名四海傳","直上仙岩要學仙
此知一旦帝王宣
青天日月常明照
心正聲名四海傳",此卦貴人接引之象。凡事和合大吉也。,有始有終。莫向西東。心中用事。貴人重重。,郭令公免冑見吐蕃,唐朝有個叛將﹐名字叫仆固懷恩。他煽動吐蕃和回紇兩國聯合出兵﹐進犯中原。大兵三十萬﹐一路連戰連捷﹐直逼涇陽。涇陽的守將是唐朝著名將軍郭子代﹐他是奉命前來平息叛亂的﹐這時他只有一萬余名精兵。面對漫山遍野的敵人﹐郭子儀知道形勢十分嚴竣。正在這個時候﹐仆固懷恩病死了。吐蕃和回紇就失去了中間的聯繫和協調的人物。雙方都想爭奪指揮權﹐矛盾逐漸激化。兩軍各駐一地﹐互不聯繫往來。吐蕃駐扎東門外﹐回紇駐扎西門外。郭子儀想到何不乘機分化這兩支軍隊﹖他在安史之亂時﹐曾和回紇將領並肩作戰﹐對付安祿山。這種老關系何不利用一下呢﹖他秘密派人前往回紇營中轉達郭子儀想與過去並肩作戰的老友敘敘情誼。回紇都督藥葛羅﹐也是個重視舊情的人。聽說郭子儀就在涇陽﹐十分高興。但是﹐他說﹕「除非郭老令公親自讓我們見到﹐我們才會相信。」郭子儀聽到回報﹐決定親赴回紇營中﹐會見藥葛羅﹐敘敘舊情﹐並乘機說服他們不要和吐蕃聯合反唐。將士們深怕回紇有詐﹐不讓郭子儀前去。郭子儀說﹕「為國家﹐我早已把生死置之度外﹗我去回紇營中﹐如果能談得成﹐這─仗就打不起來了﹐天下從此太平﹐有什麼不好﹖」他拒絕帶衛隊保衛﹐只帶少數隨從﹐到回紇營去。藥葛羅見真的是郭子儀來了﹐非常高興。設宴招待郭子儀﹐談得十分親熱。酒宿時﹐郭子儀說道﹕「大唐､回紇關系很好﹐回紇在平定安史之亂時立了大功﹐大唐也沒有虧待你們呀﹗今天怎麼會和吐蕃聯合進犯大唐呢﹖吐蕃是想利用你們與大唐作戰﹐他們好乘機得利。」藥葛羅憤然說道﹕「老令公說得有理﹐我們是被他們騙了﹗我們願意和大唐一起﹐攻打吐蕃。」雙方馬上立誓聯盟。吐蕃得到報告﹐覺得形勢驟變﹐與己不利﹐他們連夜准備﹐拔寨撤兵。郭子儀與回紇合兵追擊﹐擊敗了吐蕃的十萬大軍。吐蕃大敗﹐很長一段時期﹐邊境無事。,平安,吉利,有利,遂意,雙配,男,回,半收,勝,遇,勝,吉,南,安,吉
81,第八十一籤,上籤,未宮,"庭前葉落暮秋時
行客奔程勢若飛
謝得天公輕着力
順風相送寶船歸","梧桐葉落秋將暮
行客歸程去似雲
謝得天公高著力
順風船載寶珍歸",此卦梧桐葉落之象。凡事先凶后吉也。,心中取事。天心從之。營謀用事。盡可施為。,風送滕王閣,唐朝咸淳年。南昌滕王閣重建成。王勃欲往。睡夢中水神曰送君一帆。醒來至江邊。果見一船。上船後不久。即至滕王閣(離家七百里)。書滕王閣序 王勃乃唐高宗朝間一秀士。姓王名勃字子安。祖貫山西晉州龍門人氏。善詩。有頌曰 從來才子是神仙。風送南昌豈偶然。賦就滕王高閣句。便隨仙仗伴中源。(中源指水神稱中源水君。暗喻王勃成仙也),祈保,許經,遂意,成,和合,虛驚,動,晚勝,穩,至,勝,隨意,,喜,擇地
82,第八十二籤,中籤,未宮,"炎炎烈火焰燒天
焰裡還生一朵蓮
到底永成根不壞
依然枝葉色新鮮"," 炎炎烈火焰連天
焰裏還生一朵蓮
到底得成終不害
依然生葉長根枝",此卦火�堨芺洶孜H。凡事似險非險也。,雖然逢險。不損其身。營謀用事。皆遇貴人。,呂純陽重生梓樹,呂洞賓當初在岳陽樓度脫了一枝柳樹，因為他是土木形骸，不能成仙。於是令其投胎樓下賣茶人郭家為男，名為馬兒。又令白梅花精托生賀姓為女，名為臘梅，共成夫婦。相約三十年後，再來度化。三十年後，呂來度化，而郭馬兒已忘前因。三次度化，郭仍不悟。呂乃以劍授郭，令殺妻後出家修道。郭本無意殺妻，姑帶劍回家，賀臘梅之頭忽然自落，郭大恨，控呂於官。在堂上，呂謂臘梅未死，一呼即來，於是官遂坐郭誣告之罪。郭大恐，求呂救免，抬頭一見問官，則是八仙中之鍾離權。郭遂悟前因，並與臘梅從呂入道。,欠安,謹防,勞力,小人,阻,虛驚,阻,缺,損,西,虧,守舊,南,設送,改
83,第八十三籤,中籤,未宮,"譬若初三四五蟾
半無半有未完全
須教十五良宵夜
到處清光到處圓","譬若初三四五缺
半無半有未圓全
等待十五良宵夜
到處光明到處圓",此卦月缺未圓之象。凡事守候忍耐也。,守舊待待時。如月初出。待等圓時。無有不吉。,馬周入都投旅店,這是『馬周獻策』之前的故事馬周因為愛喝酒誤事，失了在博州教書的官職，想到長安碰碰運氣，中途到旅店見鄰桌喝酒，自己也叫了酒喝，喝到一半想起要戒除喝酒誤事的惡習，於是將剩下的酒蹈入盆子洗腳。店主人覺得奇怪，問清來龍去脈，就提供盤纏和介紹信，讓他到長安可以投宿在店主人的親戚家。雷雨師一百籤第六十五籤另有『馬周獻策』故事,許願,夏秋吉,謹守,待時,遲,生女,阻,平穩,平穩,難,和,守舊,難,設送,改
84,第八十四籤,下籤,未宮,"因名喪德不和同
切忌忙中變作凶
醉後不知何處去
青松影裡睡矇矓","因名喪德如何事
切恐吉中變化凶
酒醉不知何處去
青松影裏夢朦朧",此卦寒魚離水之象。凡事不可移動也。,寒魚離水。美中不足。若問營謀。不如莫起,李廣灞陵夜獵,李廣與匈奴作戰失敗，被漢武帝貶為平民，過著隱居的生活，一天遇朋友來訪興起，乘著黑夜出外至灞陵打獵，看見一隻老虎便射箭，結果發現是石頭，而箭射入石中，只有箭羽（箭尾）流在石外，李廣知道是石頭後，再怎麼射也射不進去。後來被灞陵的官員制止李廣和朋友的打獵，出言羞辱了昔日的李廣將軍，結果李廣記恨在心，後來李廣重新被漢武帝起用，就將灞陵的官員叫來藉故殺了。,平吉,諸事不利 祭解平安,諸事不利 祭解平安,諸事不利 祭解平安,諸事不利 祭解平安,煞旺,煞旺,平吉,平吉,平吉,煞旺,平吉,平吉,平吉,煞旺
85,第八十五籤,中籤,申宮,"重開山後藏前事
萬寶園中可再團
醉詠新詩添逸興
貴人引接上雲衢","雲闇霧罩山前路
萬物圓中月再圓
若得詩書沉夢醒
貴人指引步天台",此卦春盡花開之象。凡事主后改變也。,老者用求。春殘再開。欲求名利。晚遇橫財。,蘇秦抵掌華屋,蘇秦拜鬼谷子為師，出遊各國散盡錢財都沒有得到機會，所以妻子院意味他煮飯，嫂子也嫌棄他。蘇秦又苦讀一年終獲燕王信賴，並說服各國聯合抗秦，並配六國相印。等到衣錦榮歸，看到家人恭敬的對待他，蘇秦感嘆世間冷暖，認為錢財是不祥之務，所以散盡錢財。chance提醒您這兩個故事都告訴我們一件事情，那就是有錢不是好事，小心錢財帶來的麻煩。,欠利,謹慎,著力,平,遲,女,阻,好,好,難,反覆,更新,凶病,延滯,宜改
86,第八十六籤,上籤,申宮,"春來花發映陽臺
萬里舟行進寶來
躍過禹門三級浪
恰如平地一聲雷","春來花發映陽臺
萬里車來進寶財
若得禹門三級浪
恰如平地一聲雷",此卦上朝見帝之象。凡事太吉大利也。,朝帝受職。如貧得寶。謀望從心。卦中第一。,西王母獻益地圖,西王母聽說堯禪讓予舜，故向舜祝賀，舜感謝之餘，請教西王母如何治理天下，當時天下分為九州，西王母給舜一張十二州地圖，表示再交付三州給舜，舜可依圖擴大三州領土，黃帝的九州領土就這樣擴大為十二州了。,諸事皆吉,春後大吉,春後大吉,春後大吉,春後大吉,從心所欲,從心所欲,諸事皆吉,諸事皆吉,諸事皆吉,從心所欲,大吉,大吉,大吉,從心所欲
87,第八十七籤,中籤,申宮,"人行半嶺日啣山
峻險巉巖未可攀
仰望上天垂護佑
此身猶在太虛間","人行半嶺日西山
竣嶺崖岩未可安
仰望上天為護佑
此身猶在太平間",此卦淘沙見金之象。凡事有貴人之兆也。,鑿石見玉。淘沙見金。須要著力。只是勞心。,魏武帝羊腸失路,曹操（後為魏武帝）率軍過太行山時，見冰天雪地兵馬難行，就問身邊的曹洪是否另有其他路可走，曹洪回答只有此羊腸小徑可走，結果因為橋樑斷了，所以只好試著繞路，結果這一繞就繞到天黑仍無法尋得出路，只好在冰天雪地中度過一夜，第二天晌午才好不容易走出太行山。,祈福,欠利,勞心,謹慎,有阻,虛,遲,平穩,平穩,未遇,虧,守,凶,阻,不阻
88,第八十八籤,中籤,酉宮,"木雕一虎在山林
遠望威容意不禁
縱說不妨終可謂
此身如入大江心","林為一虎在當門
須是有威不害人
分明說是無防事
憂惱遲疑恐驚心",此卦林木虎有威之象。凡事虛驚少實也。,爐頭點雪。似耳邊風。可宜作福。后吉前凶。,張子房誤中副車,張良（張子房）尋得大力士一同意圖襲擊秦始皇，在博浪沙等待秦王車隊經過，沒想到一口氣出現了許多相同的車，根本無法知道秦王到底在那一輛，結果勉強出手擊碎其中一輛，但那卻不是秦王的座車。秦王生氣並命秦兵追殺張良，張良只好逃走並隱性埋名。,不安,口舌,小人,不利,不合,虛險,阻,損,損,杳,虧,守舊,凶,祭虎,凶
89,第八十九籤,上籤,酉宮,"出入營謀大吉昌
無瑕玉在石中藏
如今幸得高人指
獲寶從心喜不常","出入營謀大吉昌
似玉無瑕石裏藏
若得貴人來指引
斯時得寶喜風光",此卦石藏珍寶之象。凡事稱心大吉也。,如石藏玉。貴人指示得祗稱心。歡懷得意。,姜太公渭水遇文王,西伯侯姬昌（後為周文王）見紂王無道，故求天下賢士以謀推翻之道，姜太公知道便在渭水旁以直鉤釣魚，這個消息引起姬昌的注意。姬昌與姜太公談論天下之事，覺得十分受用，便請回西歧城並拜為軍師。,吉利,康泰,遂,成,成就,生男,動,著力,勤理,見,勝,吉,在,安,吉
90,第九十籤,上籤,酉宮,"忽朝一信天下墀
寶貝船裝滿載歸
若問前程成底事
始終應得貴人提","忽言一信向天飛
泰山寶貝滿船歸
若問路途成好事
前頭仍有貴人推",此卦功名成就之象。凡事進身大吉也。,若問功名。前有貴人。更添喜氣。財祿豐盈。,劉先主如魚得水,劉備三顧茅廬得到孔明相助，兩人經常談論，關羽和張飛等人都覺得很奇怪，到底兩人之間那來那麼多事可談，劉備回答說得到孔明相助，就好像魚得到了水一樣，是非常高興的事。chance提醒您這故事是說該找軍師指點如何行事，才能趨吉避凶、轉危為安。,若問功名 前有貴人,諸事佳吉 求之順隨,諸事佳吉 求之順隨,諸事佳吉 求之順隨,諸事佳吉 求之順隨,財孫豐盈 更添喜氣,財孫豐盈 更添喜氣,若問功名 前有貴人,若問功名 前有貴人,若問功名 前有貴人,財孫豐盈 更添喜氣,大吉,大吉,大吉,財孫豐盈 更添喜氣
91,第九十一籤,中籤,酉宮,"好把愁眉須展開
大才大用薦將來
一條大路平如掌
凡有施為總稱懷","好展愁眉出眾來
前途改變喜多財
一條大路如天闊
凡有施財盡暢懷",此卦前途顯達之象。凡事通泰大吉也。,一條大路。可向前行。心中用事。只可向前。,宗愨長風破浪,宗愨小時後叔父問他的志向，宗愨回答「願乘長風破萬里浪。」。宗愨的哥哥婚禮時有山賊入侵，大家慌亂之際，宗愨獨自前往反擊山賊，後來大家合力擊退山賊。日後宗愨打了很多勝仗，被南宋孝武帝封為洮陽侯，實現年幼時的遠大志向。,心中用事 只可用前,一可大路 可向前行,一可大路 可向前行,一可大路 可向前行,一可大路 可向前行,諸事如意 順利吉昌,諸事如意 順利吉昌,一可大路 可向前行,一可大路 可向前行,一可大路 可向前行,諸事如意 順利吉昌,大吉,大吉,大吉,諸事如意 順利吉昌
92,第九十二籤,上籤,酉宮,"經商得利稱心懷
福祿榮華倍獲財
若問進身謀望事
秀才一舉狀元回","自幼為商任設謀
財祿盈豐不用求
若是雙身謀望事
秀才出去狀元回",此卦自小為商之象。凡事勤儉無憂也。,自小至大。無阻無礙。作意營謀。功名順遂。,李固言柳枝染衣,唐代元和年間的李固言生於鳳翔農村。性格敦厚。沒有人薦舉，就去參加京試，住在表親柳家。柳家的兄弟們，經常嘲笑他，說他不明白事理。他們認為不求人舉薦沒有能考上的道理，等候聽他失意的消息。還偷著寫了“此處有屋出租”的字條貼在李固言的頭巾上。李固言自己一點不知道。出門，看見的人都偷著笑。許孟容當時做右常侍（官名），是一個沒權勢的官，不被人看重。人稱常侍官為貂腳，沒力量替年輕人說話。李固言想拿自己的文章去求教人，跟柳氏兄弟商量。柳氏兄弟就帶他到許孟容的住地，讓他去見。許孟容遜謝說：“我是個閑官，沒能力幫你。但是，你的心意，我記在心�堙C”又看到李固言頭巾上的紙條，知道他忠厚。李固言未及第前，嘗從一古柳下行走，忽聞柳樹內有彈指聲，李固言大驚，急問是什麼。�堶推章D：“吾為柳神九烈君，已用柳汁染了你的衣服。如果你果得藍袍，當以棗糕來祭祀我。“李固言依言照辦，不久就狀元及第。第二年許孟容做主考官，取李固言作狀元。故事來源《太平廣記•卷第一百八十•貢舉三》•《三峰集》,安,泰,順遂,勝,合,生男,動,半收,旺,見,勝,如意,在,即安,大吉
93,第九十三籤,中籤,戌宮,"鸞鳳翎毛雨壓垂
此時應被雀輕欺
忽朝一日雲霄霽
依舊還教振羽衣","鸞鳳翔毛雨淋漓
當時卻被雀兒欺
驚教一日雲開遠
依舊還君整羽衣",此卦鸞鳳被雨之象。凡事待時大利也。,小人日盛。君子莫為。只宜守己。待時施為。,衛懿公賜鶴乘軒,春秋初期，衛懿公喜歡養鶴，所以大家都上山抓鶴討衛懿公歡心，結果北方的敵人趁機來犯，人民卻都都躲進山裡不願抗敵，衛懿公問大臣為何如此，大臣說大王不願練兵只管養鶴，並且讓鶴也領有官銜俸祿，甚至稱為鶴將軍，所以人民不願意為大王抗敵，因為大王有鶴可以幫忙抗敵。衛懿公聽了很後悔，雖然野放所有的鶴，並勉強招到一些兵士，在衛懿公親征率領下仍全俊覆墨，魏國滅亡。,欠利,謹防,阻,待時,遲滯,有虛,留連,晚,損,難,虧,守舊,凶,延,改
94,第九十四籤,下籤,戌宮,"小人君子別賢愚
事有差訛合是非
琴遇知音當鼓操
爭如定靜得便宜","君子莫體小人為
事若差池惹是非
琴鳴須用知音聽
守常安靜得依稀",此卦要逢知己之象。凡事守常則吉也。,知音方許。閑事莫理。待得貴人。無不歡喜。,王君公避世牆東,西漢末年的王尊（王君公）重氣節並通陰陽五行，因未獲大司馬王莽重用，所以想要辭官還鄉，但王莽喜歡與他談論五行，故一直不准他辭官，於是王尊放出對自己不利的謠言，謠言傳開之後，大家不齒王尊行徑，所以王莽只好讓王尊辭官。不久王莽篡漢，王尊避居牆東村裝瘋賣傻，平日賣牛不論大小，都是一個價錢，導致不少糾紛和笑話、非議，以避免王莽找他入朝為官，他的好友逢萌見他如此，勸王尊不如學他隱居山中，就不必如此裝瘋賣傻，王尊卻說隱居山中作清高狀反而容易招惹麻煩，不如隱於凡夫俗子之中比較安全。,慎出,小人,待時,謹慎,宜遲,女,動,少,損,勤,和,,速尋,阻隔,不利
95,第九十五籤,中籤,戌宮,"事業功勳暮與朝
榮華物態不勝饒
報君記取金雞鬪
福祿聲名價自超","志氣功業在朝朝
今將酒色不勝饒
若見金雞報君語
錢財福祿與君招",此卦志氣功名之象。凡事守常大吉也。,志氣心動。守己未遲。金雞報諾。無不歡喜。,劉太尉聞雞起舞,祖逖，字士稚，范陽遒縣（今河北淶水縣）人。自幼性格豁達坦蕩，輕財好俠，常散谷帛救濟貧困之人，很受人們尊重。後來發奮博覽群書，通古曉今。劉琨，字越石，中山魏昌（今河北無極縣）人。在青年時代就有為國立功的大志。他二十多歲時，與祖逖同為“司州主簿”（司州，今河南洛陽一帶，主簿，管文書簿籍的官吏），兩人意氣相投，對於當時內憂外患的國家危局抱著共同的看法；也懷著共同的報國決心。兩人夜間同睡一床，經常談到深夜。有一天，祖逖與劉琨“共被同寢。中夜聞荒雞鳴，蹴琨覺日：‘此非惡聲也’，因起舞”，意思是說：“別人都認為半夜聽見雞叫不吉利，我不這樣想，這是在催促咱們起床練劍啊。”劉琨欣然同意。於是他們每天雞叫後就起床練劍，劍聲鏗鏘。春去冬來，寒來暑往，從不間斷。功夫不負有心人，經過長期的刻苦學習和訓練，他們終於成為能文能武的全才，既能寫得一手好文章，又能帶兵打勝仗。祖逖被封為鎮西將軍，實現了他報效國家的願望；劉琨做了都督，兼管並、冀、幽三州的軍事，也充分發揮了他的文才武略。這段故事，叫做“聞雞起舞”。作為一個成語，它比喻有志之人，能夠及時奮發自勵。,祈保,中平,勞心,早斷,有成,安,,晚成,成,難,急斷,守,遠,延纏,吉
96,第九十六籤,上籤,戌宮,"巍巍寶塔不尋常
八面玲瓏盡放光
勸汝志心勤頂禮
天龍擁護降千祥","巍峨寶塔不尋常
八面玲瓏盡放光
勸君立志勤頂禮
作善蒼天降福祥",此卦福德現身之象。凡事大吉利也。,這些福份。眾人皆有。不用心忙。福德前定。,竇燕山積善,宋朝。竇燕山中年無子。一夜夢中。其父訓他去惡從善。自此竇燕山痛改前非。力行方便。並得五子。三字經有載竇燕山。有義方。教五子。名俱揚。,許願,許經,正勝,大吉,好合,喜,動,平穩,欠利,遇,和,吉,,禳星,平
97,第九十七籤,中籤,亥宮,"園林月色搖疎影
恍若鋪成滿地瓊
幾度兒童來收拾
豈知收拾總無成","當風點燭空疏影
恍惚鋪成鏡裡花
累被兒童求收拾
怎知只是幻浮槎",此卦當風點燭之象。凡事虛名不利也。,富貴在天。貧窮是命。不用求謀。皆是前定。,鄧通銅山鑄錢,鄧通本來是一名船夫（黃頭郎），因為符合漢文帝夢中預兆，因而受到寵幸。鄧通小人得志，自然十分得意。有一天，文帝派心腹召來一位道法高深的相士，特地給鄧通看相。文帝想，像鄧通這樣的面相，當然是屬貴人之相，能得皇帝的寵愛就是實例。鄧通確實合乎相法上的貴人之相。相士心中驚異，難怪這麼個黃頭郎有如此的造化，平步青雲。但相士畢竟造詣很深，他從鄧通的面相中看出了鄧通淒慘的末日。他淡淡地告訴文帝，鄧通日後會饑餓而死。文帝不敢相信，堂堂天子喜愛的人日後會饑餓而死？文帝像是跟自己賭氣，便一不做，二不休，特地下旨，賜鄧通蜀郡嚴道銅山，允許他自己鑄錢。這無異於將天下的財富賜給了鄧通，鄧通富甲天下，甚至不遜於天子。鄧通擁有了鑄錢的特權，召集人馬，大規模鑄錢。鄧氏錢自此流行天下。有一次，文帝病了，病情很重，身上長了氣味難聞的瘡皰，瘡裡流出了膿。鄧通伺候文帝。鼻子也不皺一下，更不用說嫌病體的氣味。等瘡熟了，流出了膿，鄧通不聲不響地伏下身子，一口一口地吮淨了膿血，然後讓御醫換上藥，瘡口竟很快就痊癒。文帝感動不已，便問鄧通﹕這普天之下，誰最愛我？聰明的鄧通想想後回答﹕最愛陛下的當然是太子。文帝點頭。太子探視文帝，文帝指著自己身上的一處瘡對太子說﹕這兒有膿，你把它吸乾淨。太子看著那令人噁心的膿瘡，險些吐了出來，哪能再俯下身去吮吸？太子站在那裡，面現難色。這件事後，太子心中憂懼，不明白父皇用意何在。太子派心腹打探，從皇帝的近侍得知，鄧通天天替皇帝吸膿，並還有那一段普天之下誰最愛我的對話。太子自然覺得慚愧，但從此以後，就恨上了鄧通。公元前一五七年六月，文帝在長安未央宮去世，終年四十六歲。太子劉啟即位，為漢景帝。景帝著手鞏固政權，鄧通先被遣送回鄉，廢為庶民。接著，有人告發鄧通私鑄錢幣，鄧通被抄家。最後，文帝心愛的鄧通竟真的饑餓而死。,祈福,謹慎,得利,慎重,中平,有驚,杳,損,損,無蹤,虧,守舊,凶,犯陰,改
98,第九十八籤,下籤,亥宮,"經商出入事遲疑
恐惹閒愁與是非
如鳥飛投羅網陷
相看能有幾人知","出入求謀事宜遲
急恐憂愁惹是非
如鳥飛入羅網內
脫困能有幾多時",此卦守舊隨緣之象。凡事不如意主凶也。,守舊隨時。待貴人至。若問諸般。主事定遲。,陶淵明三徑關門,陶淵明為了不為五斗米折腰而辭去縣令，回到故居後，遙想西漢末年蔣詡辭官隱居於杜陵，僅留三條小路供好友往來，所以也效法蔣詡，將家中諸事交給妻子處理，自己則與整日於朋友飲酒作詩，直到逝世。,憂疑,小人,破,損失,不長,刑損,困,損,損,杳,虧,勿動,凶,犯羅網,絕
99,第九十九籤,下籤,亥宮,"等閑騎馬着鞭來
半有憂危半有財
似火方燒頭上屋
天教一雨蕩殃災","勒馬持鞭直過來
半有憂危半有災
恰似遭火焚燒屋
天降時雨蕩成灰",此卦半憂半喜之象。凡事只宜行善也。,終身勞力。莫管是非。枷鎖臨時。怨尤自至。,塞翁失馬,古時候邊塞上有個老翁，丟了一匹馬。別人去安慰他，他卻說：「怎麼知道不是件好事呢？」過了幾個月，這匹馬果然帶著一匹好馬回來了。典出淮南子˙人間訓。比喻禍福時常互轉，不能以一時論定。,祈保,守慎,破,阻,刑剋,險,困,損,損,招非,虧,守舊,凶,憂危,敗
